#SUBMITTED ID,FBID_KEY,ANNOTATION_SYMBOL,CYTOGENETIC_MAP,EXPERIMENTAL_CYTOLOGY,EXPERIMENTAL_RECOMBINATION_DATA,EXPERIMENTAL_RECOMBINATION_LEFT_OF,EXPERIMENTAL_RECOMBINATION_NOTE,EXPERIMENTAL_RECOMBINATION_RIGHT_OF,FEATURE_TYPE,GO_BIOLOGICAL_PROCESS,GO_CELLULAR_COMPONENT,GO_MOLECULAR_FUNCTION,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,MAPPED_FEATURES_MUTATIONS,NAME,RECOMBINATION_MAP,SYMBOL
FBgn0262580,FBgn0262580,CG43120,70D6-70D6,-,3-42 <newline> 3-36.1,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3L,14383299,14381913,1,-,-,Mar-42,CG43120
FBgn0262728,FBgn0262728,CG5472,59F6-59F6,-,2-104 <newline> 2-108.8,-,-,-,SO0000010:protein_coding_gene,cellular metabolic process ; GO:0044237 | inferred from mutant phenotype,extracellular region ; GO:0005576 | inferred from direct assay,peptidylamidoglycolate lyase activity ; GO:0004598 | inferred from direct assay <newline> peptidylamidoglycolate lyase activity ; GO:0004598 | inferred from mutant phenotype,2R,23690838,23688077,1,-,Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 2,2-104,Pal2
FBgn0262733,FBgn0262733,CG7524,64B11-64B12,64B-64B; (determined by in situ hybridisation),3-12 <newline> 3-10.5,-,-,-,SO0000010:protein_coding_gene,"dorsal closure ; GO:0007391 | traceable author statement <newline> female germline ring canal formation, actin assembly ; GO:0008302 | inferred from mutant phenotype <newline> axon guidance ; GO:0007411 | inferred from mutant phenotype <newline> female germline ring canal formation ; GO:0007301 | inferred from mutant phenotype <newline> actin cytoskeleton organization ; GO:0030036 | inferred from mutant phenotype <newline> salivary gland morphogenesis ; GO:0007435 | inferred from mutant phenotype <newline> protein phosphorylation ; GO:0006468 | non-traceable author statement <newline> positive regulation of protein kinase activity ; GO:0045860 | inferred from mutant phenotype <newline> mushroom body development ; GO:0016319 | inferred from mutant phenotype <newline> regulation of synaptic plasticity ; GO:0048167 | inferred from genetic interaction with GluRIIA <newline> parallel actin filament bundle assembly ; GO:0030046 | inferred from mutant phenotype <newline> innate immune response ; GO:0045087 | inferred from biological aspect of ancestor with PANTHER:PTN000700357 <newline> filtration diaphragm assembly ; GO:0036058 | inferred from mutant phenotype <newline> open tracheal system development ; GO:0007424 | inferred from mutant phenotype <newline> karyosome formation ; GO:0030717 | inferred from mutant phenotype <newline> peptidyl-tyrosine phosphorylation ; GO:0018108 | inferred from genetic interaction with Src42A <newline> transmembrane receptor protein tyrosine kinase signaling pathway ; GO:0007169 | inferred from biological aspect of ancestor with PANTHER:PTN000700357 <newline> JNK cascade ; GO:0007254 | traceable author statement <newline> ovarian fusome organization ; GO:0030723 | inferred from mutant phenotype <newline> female germline ring canal stabilization ; GO:0008335 | inferred from mutant phenotype <newline> long-term memory ; GO:0007616 | inferred from mutant phenotype <newline> germarium-derived egg chamber formation ; GO:0007293 | inferred from mutant phenotype <newline> adherens junction organization ; GO:0034332 | inferred from mutant phenotype <newline> cell migration ; GO:0016477 | inferred from biological aspect of ancestor with PANTHER:PTN001231165 <newline> germarium-derived female germ-line cyst encapsulation ; GO:0030708 | inferred from mutant phenotype <newline> regulation of cell proliferation ; GO:0042127 | inferred from biological aspect of ancestor with PANTHER:PTN000700357 <newline> peptidyl-tyrosine autophosphorylation ; GO:0038083 | inferred from biological aspect of ancestor with PANTHER:PTN000700357 <newline> cellularization ; GO:0007349 | inferred from mutant phenotype <newline> oogenesis ; GO:0048477 | inferred from mutant phenotype <newline> negative regulation of synaptic growth at neuromuscular junction ; GO:0045886 | inferred from genetic interaction with Fak <newline> regulation of actin polymerization or depolymerization ; GO:0008064 | inferred from mutant phenotype <newline> ovarian nurse cell to oocyte transport ; GO:0007300 | inferred from mutant phenotype <newline> epithelial cell-cell adhesion ; GO:0090136 | inferred from mutant phenotype",plasma membrane ; GO:0005886 | inferred from high throughput direct assay <newline> extrinsic component of cytoplasmic side of plasma membrane ; GO:0031234 | inferred from biological aspect of ancestor with PANTHER:PTN000700357 <newline> cytosol ; GO:0005829 | inferred from high throughput direct assay <newline> germline ring canal ; GO:0045172 | inferred from direct assay,"ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR000719, InterPro:IPR017441 <newline> protein tyrosine kinase activity ; GO:0004713 | non-traceable author statement <newline> non-membrane spanning protein tyrosine kinase activity ; GO:0004715 | inferred from biological aspect of ancestor with PANTHER:PTN000700357 <newline> protein tyrosine kinase activity ; GO:0004713 | inferred from sequence or structural similarity <newline> receptor binding ; GO:0005102 | inferred from physical interaction with drl",3L,4626196,4592447,-1,-,Src oncogene at 64B,12-Mar,Src64B
FBgn0262816,FBgn0262816,CG43187,53C3-53C4,-,2-80 <newline> 2-82.2,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,16385765,16380516,1,-,-,Feb-80,CG43187
FBgn0263080,FBgn0263080,CG43348,21F2-21F2,-,2-2 <newline> 2-1.7,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2L,1199924,1199412,1,-,-,2-Feb,CG43348
FBgn0263235,FBgn0263235,CG16997,33C4-33C4,-,2-46 <newline> 2-39.7,-,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> proteolysis ; GO:0006508 | inferred from sequence model",cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN001208729,serine-type endopeptidase activity ; GO:0004252 | inferred from sequence model <newline> serine-type endopeptidase activity ; GO:0004252 | inferred from biological aspect of ancestor with PANTHER:PTN001208729,2L,12112256,12111110,1,-,Phaedra 2,Feb-46,Phae2
FBgn0263748,FBgn0263748,CG43673,13E17-13E17,-,1-51 <newline> 1-51.9,-,-,-,SO0000010:protein_coding_gene,chitin metabolic process ; GO:0006030 | inferred from electronic annotation with InterPro:IPR002557,extracellular region ; GO:0005576 | inferred from electronic annotation with InterPro:IPR002557,chitin binding ; GO:0008061 | inferred from electronic annotation with InterPro:IPR002557,X,15780214,15779146,1,-,-,Jan-51,CG43673
FBgn0263864,FBgn0263864,CG6829,53E4-54A2,54A2-54A2 <newline> 53F-53F <newline> 53F1-53F1 <newline> 53F1-53F2,2-81 <newline> 2-84.9,-,-,-,SO0000010:protein_coding_gene,activation of cysteine-type endopeptidase activity involved in apoptotic process ; GO:0006919 | inferred from sequence or structural similarity with HGNC:576 <newline> apoptotic process ; GO:0006915 | traceable author statement <newline> protein homooligomerization ; GO:0051260 | inferred from direct assay <newline> melanization defense response ; GO:0035006 | inferred from mutant phenotype <newline> triglyceride homeostasis ; GO:0070328 | inferred from mutant phenotype <newline> central nervous system formation ; GO:0021556 | inferred from mutant phenotype <newline> positive regulation of apoptotic process ; GO:0043065 | inferred from genetic interaction with hid <newline> activation of cysteine-type endopeptidase activity involved in apoptotic process ; GO:0006919 | traceable author statement <newline> regulation of retinal cell programmed cell death ; GO:0046668 | non-traceable author statement <newline> negative regulation of humoral immune response ; GO:0002921 | inferred from mutant phenotype <newline> positive regulation of glial cell apoptotic process ; GO:0034352 | inferred from mutant phenotype <newline> activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c ; GO:0008635 | traceable author statement <newline> response to starvation ; GO:0042594 | inferred from mutant phenotype <newline> neuron cellular homeostasis ; GO:0070050 | inferred from genetic interaction with Ank2 <newline> positive regulation of compound eye retinal cell programmed cell death ; GO:0046672 | inferred from mutant phenotype <newline> salivary gland histolysis ; GO:0035070 | inferred from mutant phenotype <newline> S-adenosylmethionine cycle ; GO:0033353 | inferred from mutant phenotype <newline> sarcosine catabolic process ; GO:1901053 | inferred from mutant phenotype <newline> activation of cysteine-type endopeptidase activity involved in apoptotic process ; GO:0006919 | inferred from sequence or structural similarity with HGNC:576 inferred from physical interaction with Dredd <newline> programmed cell death ; GO:0012501 | non-traceable author statement <newline> protein heterooligomerization ; GO:0051291 | inferred from direct assay <newline> programmed cell death ; GO:0012501 | inferred from direct assay <newline> apoptotic process ; GO:0006915 | non-traceable author statement <newline> chaeta development ; GO:0022416 | inferred from mutant phenotype <newline> response to gamma radiation ; GO:0010332 | inferred from direct assay <newline> salivary gland cell autophagic cell death ; GO:0035071 | inferred from mutant phenotype <newline> activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c ; GO:0008635 | inferred from mutant phenotype <newline> sperm individualization ; GO:0007291 | inferred from mutant phenotype <newline> dendrite morphogenesis ; GO:0048813 | inferred from mutant phenotype,apoptosome ; GO:0043293 | inferred from direct assay,ADP binding ; GO:0043531 | inferred from electronic annotation with InterPro:IPR002182 <newline> CARD domain binding ; GO:0050700 | inferred from sequence model <newline> cysteine-type endopeptidase activator activity involved in apoptotic process ; GO:0008656 | inferred from biological aspect of ancestor with PANTHER:PTN001108738 <newline> ATP binding ; GO:0005524 | inferred from direct assay <newline> cysteine-type endopeptidase activity involved in apoptotic signaling pathway ; GO:0097199 | inferred from direct assay <newline> cysteine-type endopeptidase activator activity involved in apoptotic process ; GO:0008656 | inferred from sequence or structural similarity with HGNC:576,2R,17026703,17020027,1,-,Death-associated APAF1-related killer,Feb-81,Dark
FBgn0264294,FBgn0264294,CG2140,43D3-43E3,43E4-43E5; (determined by in situ hybridisation) <newline> 43C-43C; (determined by in situ hybridisation) <newline> 43C-43C <newline> 43D1-43E3; 43D3--7,2- <newline> 2-56 <newline> 2-56.7,-,-,-,SO0000010:protein_coding_gene,regulation of hemocyte proliferation ; GO:0035206 | inferred from mutant phenotype <newline> regulation of hemocyte differentiation ; GO:0045610 | inferred from mutant phenotype,endomembrane system ; GO:0012505 | inferred from high throughput direct assay,heme binding ; GO:0020037 | inferred from electronic annotation with InterPro:IPR018506,2R,7535936,7533506,1,-,Cytochrome b5,Feb-56,Cyt-b5
FBgn0264325,FBgn0264325,CG5429,95D10-95D10,95D10-95D11; (determined by in situ hybridisation) <newline> 95D10-95D11,3-82 <newline> 3-82.5,-,-,-,SO0000010:protein_coding_gene,autophagy ; GO:0006914 | inferred from mutant phenotype <newline> autophagosome assembly ; GO:0000045 | inferred from biological aspect of ancestor with PANTHER:PTN000298965 <newline> late endosome to vacuole transport ; GO:0045324 | inferred from biological aspect of ancestor with PANTHER:PTN000298965 <newline> larval midgut cell programmed cell death ; GO:0035096 | inferred from mutant phenotype <newline> cellular response to nitrogen starvation ; GO:0006995 | inferred from biological aspect of ancestor with PANTHER:PTN000298965 <newline> defense response to Gram-negative bacterium ; GO:0050829 | inferred from high throughput mutant phenotype <newline> endocytosis ; GO:0006897 | inferred from mutant phenotype <newline> autophagy ; GO:0006914 | inferred from mutant phenotype inferred from genetic interaction with Pi3K59F <newline> hemopoiesis ; GO:0030097 | inferred from mutant phenotype <newline> glycophagy ; GO:0061723 | inferred from mutant phenotype <newline> negative regulation of innate immune response ; GO:0045824 | inferred from high throughput mutant phenotype <newline> neuron remodeling ; GO:0016322 | inferred from mutant phenotype <newline> response to oxidative stress ; GO:0006979 | inferred from mutant phenotype inferred from genetic interaction with puc <newline> autophagy of nucleus ; GO:0044804 | inferred from biological aspect of ancestor with PANTHER:PTN000298965 <newline> protein secretion ; GO:0009306 | inferred from mutant phenotype <newline> cellular response to starvation ; GO:0009267 | inferred from mutant phenotype,"phosphatidylinositol 3-kinase complex, class III, type I ; GO:0034271 | inferred from direct assay <newline> pre-autophagosomal structure ; GO:0000407 | inferred from biological aspect of ancestor with PANTHER:PTN000298965 <newline> cytoplasmic vesicle ; GO:0031410 | inferred from biological aspect of ancestor with PANTHER:PTN000298965 <newline> phosphatidylinositol 3-kinase complex, class III, type II ; GO:0034272 | inferred from biological aspect of ancestor with PANTHER:PTN000298965",molecular_function ; GO:0003674 | no biological data available,3R,24050782,24049180,-1,-,Autophagy-related 6,Mar-82,Atg6
FBgn0264775,FBgn0264775,CG44013,88F7-88F7,-,3-57 <newline> 3-56.9,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3R,15509917,15508896,-1,-,-,Mar-57,CG44013
FBgn0264776,FBgn0264776,CG44014,88F7-88F7,-,3-57 <newline> 3-56.9,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3R,15508886,15507940,-1,-,-,Mar-57,CG44014
FBgn0265068,FBgn0265068,CR44179,96E2-96E2,-,3-88 <newline> 3-86.3,-,-,-,SO0000011:non_protein_coding_gene,-,-,-,3R,25493262,25491285,-1,-,antisense RNA:CR44179,Mar-88,asRNA:CR44179
FBgn0265313,FBgn0265313,CG44286,45A11-45A12,-,2-60 <newline> 2-58.2,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,9141981,9138486,1,-,-,Feb-60,CG44286
FBgn0265413,FBgn0265413,CG44325,8C4-8C4,-,1-26 <newline> 1-27.7,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,X,9078499,9070318,-1,-,-,26-Jan,CG44325
